wall_time_s,cycle_idx,phase,position_mm,force_n,target_position_mm,speed_mm_s,r_ch1_ohm,r_ch2_ohm,r_ch3_ohm,r_ch4_ohm
0.140259,1,to_target,0.000000,6.720000,10.000000,20.000000
0.640454,1,to_target,2.972184,6.780000,10.000000,20.000000
1.141055,1,to_target,7.972145,6.850000,10.000000,20.000000
1.641872,1,to_target,10.000077,6.720000,10.000000,20.000000
2.143037,1,to_target,10.000000,6.780000,10.000000,20.000000
2.644916,1,to_target,10.000000,6.850000,10.000000,20.000000
3.145324,1,to_target,10.000000,6.910000,10.000000,20.000000
3.646952,1,to_target,10.000000,6.780000,10.000000,20.000000
4.147529,1,to_target,10.000000,6.850000,10.000000,20.000000
4.649425,1,to_target,10.000000,6.780000,10.000000,20.000000
5.149832,1,to_target,10.000000,6.720000,10.000000,20.000000
5.649238,1,to_target,10.000000,6.850000,10.000000,20.000000
6.149925,1,to_target,10.000000,6.850000,10.000000,20.000000
6.650649,1,to_target,10.000000,6.780000,10.000000,20.000000
7.151282,1,to_target,10.000000,6.850000,10.000000,20.000000
7.651966,1,to_target,10.000000,6.720000,10.000000,20.000000
8.153331,1,to_target,10.000000,6.720000,10.000000,20.000000
8.655795,1,to_target,10.000000,6.780000,10.000000,20.000000
9.155959,1,to_target,10.000000,6.780000,10.000000,20.000000
9.656307,1,to_target,10.000000,6.780000,10.000000,20.000000
10.157708,1,to_target,10.000000,6.850000,10.000000,20.000000
10.658564,1,to_target,10.000000,6.660000,10.000000,20.000000
11.159634,1,to_target,10.000000,6.850000,10.000000,20.000000
11.662044,1,to_target,10.000000,6.850000,10.000000,20.000000
12.163776,1,to_target,10.000000,6.720000,10.000000,20.000000
12.665096,1,to_target,10.000000,6.780000,10.000000,20.000000
13.165945,1,to_target,10.000000,6.910000,10.000000,20.000000
13.665722,1,to_target,10.000000,6.780000,10.000000,20.000000
14.167045,1,to_target,10.000000,6.780000,10.000000,20.000000
14.667106,1,to_target,10.000000,6.780000,10.000000,20.000000
