wall_time_s,iso_time,r_ch1_ohm,r_ch2_ohm,r_ch3_ohm,r_ch4_ohm
1.717249,2026-02-24T09:24:38.061,,,,
4.905158,2026-02-24T09:24:41.487,,,,
8.330555,2026-02-24T09:24:44.898,,,,
11.741903,2026-02-24T09:24:48.316,,,,
15.159226,2026-02-24T09:24:51.707,,,,
18.560659,2026-02-24T09:24:55.125,,,,
