wall_time_s,iso_time,r_ch1_ohm,r_ch2_ohm,r_ch3_ohm,r_ch4_ohm
0.000001,2026-02-12T16:07:06.582,1.018128870,,23.231626500,
3.064238,2026-02-12T16:07:09.654,1.018690230,,29.764825800,
6.165129,2026-02-12T16:07:12.763,1.018833990,,29.278389000,
9.232256,2026-02-12T16:07:15.837,1.020183680,,19.931787500,
12.320152,2026-02-12T16:07:18.933,1.019796490,,19.731544500,
15.407167,2026-02-12T16:07:22.029,1.019388320,,19.761863700,
18.475728,2026-02-12T16:07:25.105,1.019472120,,19.940467800,
