wall_time_s,iso_time,r_ch1_ohm,r_ch2_ohm,r_ch3_ohm,r_ch4_ohm
0.000000,2026-02-12T16:04:11.993,0.988417745,,,
2.996092,2026-02-12T16:04:14.988,0.990349412,,,
6.242340,2026-02-12T16:04:18.235,0.989904761,,,
9.486209,2026-02-12T16:04:21.479,0.990552306,,,
12.722619,2026-02-12T16:04:24.716,0.989606261,,,
15.968675,2026-02-12T16:04:27.961,0.990365028,,,
19.213757,2026-02-12T16:04:31.206,0.989657342,,,
