wall_time_s,iso_time,cycle_idx,phase,position_mm,force_n,target_position_mm,speed_mm_s
30.700732,2026-02-24T09:21:07.284,2,to_target,7.787191,-2.380000,10.000000,1.000000
31.201099,2026-02-24T09:21:07.785,2,to_target,8.287191,-2.320000,10.000000,1.000000
31.701373,2026-02-24T09:21:08.285,2,to_target,8.787191,-2.380000,10.000000,1.000000
32.202270,2026-02-24T09:21:08.786,2,to_target,9.287153,-2.380000,10.000000,1.000000
32.703039,2026-02-24T09:21:09.287,2,to_target,9.787153,-2.380000,10.000000,1.000000
33.203456,2026-02-24T09:21:09.787,2,to_target,10.000039,-2.320000,10.000000,1.000000
33.704154,2026-02-24T09:21:10.288,2,to_target,10.000000,-2.380000,10.000000,1.000000
34.204829,2026-02-24T09:21:10.788,2,to_target,10.000000,-2.380000,10.000000,1.000000
34.705493,2026-02-24T09:21:11.289,2,to_origin,9.732832,-2.320000,10.000000,1.000000
35.205697,2026-02-24T09:21:11.789,2,to_origin,9.232755,-2.320000,10.000000,1.000000
35.706250,2026-02-24T09:21:12.290,2,to_origin,8.732832,-2.320000,10.000000,1.000000
36.206660,2026-02-24T09:21:12.790,2,to_origin,8.232755,-2.320000,10.000000,1.000000
36.707047,2026-02-24T09:21:13.291,2,to_origin,7.732793,-2.320000,10.000000,1.000000
37.207604,2026-02-24T09:21:13.791,2,to_origin,7.232755,-2.440000,10.000000,1.000000
37.708248,2026-02-24T09:21:14.292,2,to_origin,6.732755,-2.380000,10.000000,1.000000
38.208715,2026-02-24T09:21:14.792,2,to_origin,6.232755,-2.380000,10.000000,1.000000
38.709254,2026-02-24T09:21:15.293,2,to_origin,5.732793,-2.440000,10.000000,1.000000
39.209703,2026-02-24T09:21:15.793,2,to_origin,5.232793,-2.440000,10.000000,1.000000
39.710041,2026-02-24T09:21:16.294,2,to_origin,4.732793,-2.250000,10.000000,1.000000
40.210648,2026-02-24T09:21:16.795,2,to_origin,4.232755,-2.380000,10.000000,1.000000
40.711383,2026-02-24T09:21:17.295,2,to_origin,3.732793,-2.380000,10.000000,1.000000
41.211620,2026-02-24T09:21:17.795,2,to_origin,3.232755,-2.440000,10.000000,1.000000
41.712339,2026-02-24T09:21:18.296,2,to_origin,2.732755,-2.320000,10.000000,1.000000
42.213049,2026-02-24T09:21:18.797,2,to_origin,2.232793,-2.380000,10.000000,1.000000
42.713347,2026-02-24T09:21:19.297,2,to_origin,1.732793,-2.320000,10.000000,1.000000
43.213992,2026-02-24T09:21:19.798,2,to_origin,1.232832,-2.380000,10.000000,1.000000
43.714412,2026-02-24T09:21:20.298,2,to_origin,0.732755,-2.440000,10.000000,1.000000
44.214924,2026-02-24T09:21:20.799,2,to_origin,0.232793,-2.320000,10.000000,1.000000
44.715436,2026-02-24T09:21:21.299,2,to_origin,0.000000,-2.380000,10.000000,1.000000
45.216198,2026-02-24T09:21:21.800,2,to_origin,0.000000,-2.380000,10.000000,1.000000
45.716485,2026-02-24T09:21:22.300,2,to_origin,0.000000,-2.380000,10.000000,1.000000
46.217163,2026-02-24T09:21:22.801,3,to_target,0.267207,-2.320000,10.000000,1.000000
46.717571,2026-02-24T09:21:23.301,3,to_target,0.767207,-2.440000,10.000000,1.000000
47.217923,2026-02-24T09:21:23.802,3,to_target,1.267207,-2.320000,10.000000,1.000000
47.718638,2026-02-24T09:21:24.302,3,to_target,1.767168,-2.380000,10.000000,1.000000
48.219394,2026-02-24T09:21:24.803,3,to_target,2.287191,-2.380000,10.000000,1.000000
48.719672,2026-02-24T09:21:25.303,3,to_target,2.787230,-2.500000,10.000000,1.000000
49.220935,2026-02-24T09:21:25.804,3,to_target,3.287191,-2.440000,10.000000,1.000000
49.721253,2026-02-24T09:21:26.304,3,to_target,3.787191,-2.320000,10.000000,1.000000
50.221908,2026-02-24T09:21:26.805,3,to_target,4.287191,-2.320000,10.000000,1.000000
50.722011,2026-02-24T09:21:27.306,3,to_target,4.787230,-2.380000,10.000000,1.000000
51.222559,2026-02-24T09:21:27.806,3,to_target,5.287153,-2.380000,10.000000,1.000000
51.723108,2026-02-24T09:21:28.307,3,to_target,5.787153,-2.440000,10.000000,1.000000
52.223767,2026-02-24T09:21:28.808,3,to_target,6.287191,-2.380000,10.000000,1.000000
52.724490,2026-02-24T09:21:29.308,3,to_target,6.787191,-2.380000,10.000000,1.000000
53.225078,2026-02-24T09:21:29.809,3,to_target,7.287191,-2.380000,10.000000,1.000000
53.725671,2026-02-24T09:21:30.309,3,to_target,7.787307,-2.320000,10.000000,1.000000
54.226126,2026-02-24T09:21:30.810,3,to_target,8.287230,-2.320000,10.000000,1.000000
54.726727,2026-02-24T09:21:31.310,3,to_target,8.787191,-2.440000,10.000000,1.000000
55.227307,2026-02-24T09:21:31.811,3,to_target,9.287153,-2.560000,10.000000,1.000000
55.727521,2026-02-24T09:21:32.311,3,to_target,9.787191,-2.380000,10.000000,1.000000
56.228297,2026-02-24T09:21:32.812,3,to_target,10.000000,-2.380000,10.000000,1.000000
56.728695,2026-02-24T09:21:33.312,3,to_target,10.000000,-2.380000,10.000000,1.000000
57.229517,2026-02-24T09:21:33.813,3,to_target,10.000039,-2.380000,10.000000,1.000000
57.729990,2026-02-24T09:21:34.314,3,to_origin,9.732755,-2.380000,10.000000,1.000000
58.230745,2026-02-24T09:21:34.814,3,to_origin,9.232755,-2.380000,10.000000,1.000000
58.731525,2026-02-24T09:21:35.315,3,to_origin,8.732832,-2.380000,10.000000,1.000000
59.232020,2026-02-24T09:21:35.816,3,to_origin,8.232793,-2.440000,10.000000,1.000000
59.732619,2026-02-24T09:21:36.316,3,to_origin,7.732793,-2.320000,10.000000,1.000000
60.233179,2026-02-24T09:21:36.817,3,to_origin,7.232755,-2.380000,10.000000,1.000000
60.733442,2026-02-24T09:21:37.317,3,to_origin,6.732755,-2.440000,10.000000,1.000000
61.233846,2026-02-24T09:21:37.818,3,to_origin,6.232755,-2.440000,10.000000,1.000000
61.734599,2026-02-24T09:21:38.318,3,to_origin,5.732793,-2.380000,10.000000,1.000000
62.235218,2026-02-24T09:21:38.819,3,to_origin,5.232832,-2.250000,10.000000,1.000000
62.735548,2026-02-24T09:21:39.319,3,to_origin,4.732832,-2.250000,10.000000,1.000000
63.236233,2026-02-24T09:21:39.820,3,to_origin,4.232755,-2.250000,10.000000,1.000000
63.736699,2026-02-24T09:21:40.320,3,to_origin,3.732755,-2.440000,10.000000,1.000000
64.236933,2026-02-24T09:21:40.821,3,to_origin,3.232755,-2.440000,10.000000,1.000000
64.737580,2026-02-24T09:21:41.321,3,to_origin,2.732755,-2.440000,10.000000,1.000000
65.238723,2026-02-24T09:21:41.822,3,to_origin,2.232755,-2.380000,10.000000,1.000000
65.738671,2026-02-24T09:21:42.322,3,to_origin,1.732755,-2.320000,10.000000,1.000000
66.239390,2026-02-24T09:21:42.823,3,to_origin,1.232793,-2.250000,10.000000,1.000000
66.739890,2026-02-24T09:21:43.323,3,to_origin,0.732793,-2.380000,10.000000,1.000000
67.240559,2026-02-24T09:21:43.824,3,to_origin,0.212809,-2.440000,10.000000,1.000000
67.740992,2026-02-24T09:21:44.325,3,to_origin,0.000000,-2.250000,10.000000,1.000000
68.241640,2026-02-24T09:21:44.825,3,to_origin,0.000000,-2.320000,10.000000,1.000000
68.742167,2026-02-24T09:21:45.326,3,to_origin,0.000000,-2.380000,10.000000,1.000000
